"","transcript","count"
"2066","STOML2-201",526
"2067","STRAP-202",619
"2068","STRBP-201",362
"2069","STRN-201",203
"2070","STT3A-201",3955
"2071","STT3B-201",2034
"2072","STX12-201",121
"2073","STX17-201",91
"2074","STX5-201",294
"2075","STX7-202",239
"2076","STXBP2-201",497
"2077","STXBP3-201",127
"2078","SUB1-201",1468
"2079","SUCLA2-218",121
"2080","SUCLG1-201",646
"2081","SUCLG2-201",553
"2082","SUGP2-203",219
"2083","SUGT1-201",157
"2084","SUMF2-221",920
"2085","SUMO1-203",228
"2086","SUMO2-202",413
"2087","SUPT16H-201",969
"2088","SUPT4H1-201",122
"2089","SUPT5H-215",1016
"2090","SUPT6H-201",698
"2091","SUPV3L1-201",181
"2092","SURF1-201",248
"2093","SURF4-202",1064
"2094","SUZ12-201",282
"2095","SVIP-201",212
"2096","SYAP1-201",345
"2097","SYF2-201",351
"2098","SYK-201",159
"2099","SYMPK-201",637
"2100","SYNCRIP-202",1255
"2101","SYNGR2-201",2467
"2102","SYNRG-225",604
"2103","TAB1-201",198
"2104","TACC1-201",307
"2105","TACO1-201",126
"2106","TAF15-215",1297
"2107","TAGLN2-203",1661
"2108","TALDO1-201",1344
"2109","TAP1-201",643
"2110","TAP2-204",745
"2111","TAPBP-233",3253
"2112","TARDBP-201",166
"2113","TARS2-204",334
"2114","TBC1D17-201",295
"2115","TBCA-202",322
"2116","TBCB-201",435
"2117","TBCC-201",160
"2118","TBCE-226",0
"2119","TBCE-283",0
"2120","TBK1-201",290
"2121","TBL1XR1-214",1656
"2122","TBL2-201",445
"2123","TCEA1-208",500
"2124","TCERG1-201",538
"2125","TCF25-201",399
"2126","TCOF1-216",438
"2127","TCP1-201",894
"2128","TDP2-202",292
"2129","TECR-201",1198
"2130","TERF2IP-201",310
"2131","TES-201",526
"2132","TEX264-204",418
"2133","TFAM-204",290
"2134","TFB2M-201",287
"2135","TFG-201",599
"2136","TFIP11-204",658
"2137","TFRC-202",1516
"2138","THOC2-201",732
"2139","THOC3-201",461
"2140","THOC5-216",170
"2141","THOC7-201",265
"2142","THOP1-201",550
"2143","THRAP3-201",1396
"2144","THUMPD1-202",232
"2145","THYN1-201",208
"2146","TIA1-201",326
"2147","TIAL1-203",253
"2148","TIMM10-201",194
"2149","TIMM13-201",468
"2150","TIMM44-201",317
"2151","TIMM50-219",331
"2152","TIMM8A-201",51
"2153","TIMM8B-201",300
"2154","TIMM9-202",27
"2155","TIMMDC1-208",228
"2156","TIPRL-202",391
"2157","TK1-201",739
"2158","TKT-208",1913
"2159","TLE3-213",953
"2160","TLN1-201",2327
"2161","TM9SF2-206",1859
"2162","TM9SF4-202",583
"2163","TMA16-201",165
"2164","TMCO1-202",1058
"2165","TMED10-201",836
"2166","TMED9-201",1461
"2167","TMEM109-201",1261
"2168","TMEM205-201",278
"2169","TMEM30A-201",1278
"2170","TMEM43-201",639
"2171","TMOD3-201",386
"2172","TMPO-202",882
"2173","TMSB10-201",271
"2174","TMSB4X-203",307
"2175","TMX1-201",420
"2176","TMX2-201",466
"2177","TMX3-201",721
"2178","TNFAIP2-209",0
"2179","TNPO1-204",811
"2180","TNPO3-201",761
"2181","TNS3-201",1921
"2182","TOLLIP-202",249
"2183","TOM1-210",261
"2184","TOMM22-201",389
"2185","TOMM34-201",182
"2186","TOMM40-203",485
"2187","TOMM6-202",0
"2188","TOP1-201",1097
"2189","TOP2A-201",2382
"2190","TOP2B-204",1349
"2191","TOR1AIP1-212",794
"2192","TPD52-202",150
"2193","TPD52L2-203",237
"2194","TPI1-202",3217
"2195","TPM3-224",808
"2196","TPM4-221",1029
"2197","TPP1-201",1554
"2198","TPP2-202",1406
"2199","TPR-201",2063
"2200","TPT1-212",1199
"2201","TRA2A-201",496
"2202","TRA2B-205",856
"2203","TRABD-201",377
"2204","TRADD-201",267
"2205","TRAF3IP3-202",600
"2206","TRAM1-201",1995
"2207","TRAP1-201",571
"2208","TRAPPC5-204",497
"2209","TRIM25-201",1153
"2210","TRIM28-201",1997
"2211","TRIP10-201",281
"2212","TRIP11-201",0
"2213","TRIP13-201",603
"2214","TRMT1-217",179
"2215","TRMT112-206",702
"2216","TRMT1L-201",210
"2217","TRMT2A-202",142
"2218","TSFM-212",0
"2219","TSG101-201",535
"2220","TSN-201",286
"2221","TSNAX-201",203
"2222","TSNAX-DISC1-204",0
"2223","TSPO-203",442
"2224","TSR1-201",648
"2225","TST-202",115
"2226","TSTA3-201",248
"2227","TSTD1-204",482
"2228","TTC1-201",306
"2229","TTC37-216",737
"2230","TTC4-201",0
"2231","TTLL12-201",311
"2232","TTN-214",0
"2233","TUBA1B-202",782
"2234","TUBA1C-201",332
"2235","TUBA4A-201",860
"2236","TUBB-205",4428
"2237","TUFM-201",1171
"2238","TWF1-201",183
"2239","TWF2-201",167
"2240","TXLNA-201",597
"2241","TXLNG-201",218
"2242","TXN-202",852
"2243","TXN2-201",315
"2244","TXNDC11-201",4126
"2245","TXNDC12-201",273
"2246","TXNDC17-201",205
"2247","TXNDC5-201",7153
"2248","TXNDC9-201",226
"2249","TXNL1-201",600
"2250","TXNRD1-208",597
"2251","U2AF2-202",1057
"2252","U2SURP-208",668
"2253","UAP1-202",282
"2254","UBA1-201",2737
"2255","UBA2-201",1000
"2256","UBA3-202",611
"2257","UBA5-202",382
"2258","UBA6-201",617
"2259","UBAP2-201",468
"2260","UBAP2L-207",1304
"2261","UBE2E1-201",707
"2262","UBE2G1-201",343
"2263","UBE2G2-202",408
"2264","UBE2I-202",604
"2265","UBE2J1-201",1658
"2266","UBE2K-201",232
"2267","UBE2L3-201",325
"2268","UBE2L6-201",266
"2269","UBE2M-201",487
"2270","UBE2O-201",413
"2271","UBE2V2-207",248
"2272","UBL4A-202",117
"2273","UBL5-201",544
"2274","UBR4-204",1374
"2275","UBTF-201",495
"2276","UBXN1-202",229
"2277","UBXN4-201",913
"2278","UBXN7-201",343
"2279","UCHL1-201",1271
"2280","UCHL3-201",260
"2281","UCHL5-205",401
"2282","UCK2-201",433
"2283","UFC1-201",568
"2284","UFL1-201",441
"2285","UFM1-201",149
"2286","UGGT1-201",1277
"2287","UGP2-201",602
"2288","UHRF1-205",577
"2289","UHRF1BP1-201",158
"2290","UMPS-201",377
"2291","UNC45A-202",606
"2292","UNC93B1-201",2079
"2293","UPF1-201",561
"2294","UPF3B-201",72
"2295","UQCR11-203",0
"2296","UQCRB-201",474
"2297","UQCRC1-201",1029
"2298","UQCRC2-201",1354
"2299","UQCRH-201",194
"2300","UQCRQ-203",628
"2301","UROD-201",386
"2302","USO1-204",865
"2303","USP10-201",191
"2304","USP13-201",233
"2305","USP14-201",736
"2306","USP19-204",364
"2307","USP47-207",376
"2308","USP5-202",906
"2309","USP7-201",1059
"2310","UTP14A-201",164
"2311","UTP18-201",346
"2312","UTP3-201",534
"2313","UTS2-202",0
"2314","VAC14-201",317
"2315","VAMP2-201",175
"2316","VAMP8-201",201
"2317","VAPA-202",501
"2318","VAPB-204",122
"2319","VASP-201",203
"2320","VAV1-210",1323
"2321","VBP1-201",394
"2322","VCL-201",153
"2323","VCP-201",4026
"2324","VDAC1-203",1503
"2325","VDAC2-203",1011
"2326","VDAC3-201",909
"2327","VIM-209",4160
"2328","VKORC1L1-201",172
"2329","VPS13C-201",994
"2330","VPS16-202",248
"2331","VPS18-201",227
"2332","VPS26B-201",200
"2333","VPS28-201",602
"2334","VPS29-206",202
"2335","VPS35-201",1116
"2336","VPS37B-201",634
"2337","VPS45-216",140
"2338","VPS4A-201",389
"2339","VPS4B-201",413
"2340","VRK1-201",190
"2341","VTA1-202",285
"2342","WAS-201",711
"2343","WASF2-202",481
"2344","WBP11-201",685
"2345","WDR1-203",2660
"2346","WDR18-202",545
"2347","WDR3-201",238
"2348","WDR33-201",602
"2349","WDR36-204",554
"2350","WDR37-201",94
"2351","WDR43-202",592
"2352","WDR46-231",374
"2353","WDR5-201",177
"2354","WDR55-201",123
"2355","WDR61-202",309
"2356","WDR74-204",330
"2357","WFS1-201",508
"2358","WIPF1-204",1044
"2359","XAB2-201",681
"2360","XPA-201",102
"2361","XPNPEP1-218",409
"2362","XPO1-201",1016
"2363","XPO5-201",503
"2364","XPO7-201",441
"2365","XRCC1-201",283
"2366","XRCC5-202",2836
"2367","XRCC6-201",2284
"2368","XRN2-201",851
"2369","YBX1-201",1979
"2370","YIPF5-201",353
"2371","YKT6-201",249
"2372","YLPM1-201",352
"2373","YME1L1-203",1003
"2374","YTHDC1-207",434
"2375","YTHDC2-201",250
"2376","YTHDF2-209",1055
"2377","YWHAB-202",1118
"2378","YWHAE-201",1890
"2379","YWHAG-201",1041
"2380","YWHAH-201",583
"2381","YWHAQ-202",1130
"2382","YWHAZ-206",1410
"2383","ZBP1-201",467
"2384","ZBTB38-220",3300
"2385","ZC3H11A-214",0
"2386","ZC3H15-201",430
"2387","ZC3H4-201",295
"2388","ZC3H6-201",0
"2389","ZC3HAV1-203",688
"2390","ZC3HC1-202",128
"2391","ZFAND6-222",322
"2392","ZFP91-201",0
"2393","ZFP91-CNTF-201",0
"2394","ZFR-201",585
"2395","ZHX2-201",0
"2396","ZMPSTE24-201",760
"2397","ZNF207-203",1301
"2398","ZNF326-201",97
"2399","ZNF329-203",0
"2400","ZNF512-201",133
"2401","ZNF598-202",191
"2402","ZNF622-201",265
"2403","ZNF638-203",350
"2404","ZNF706-209",134
"2405","ZRANB2-201",279
"2406","ZW10-201",196
